index,id,datetime,sentiment,rwt_retweet_count,markersize_1,markersize_2,markersize_3,text,user_name,single_tweet_history_flag,color_1,color_2,color_3,markersize_4,keyword_tweet_idx,color_4,callout_1_flag,callout_1_text,callout_3_flag,callout_3_text,callout_4_flag,callout_4_text,callout_2_flag,callout_2_text
1496,788062267237629953,2016-10-17 17:01:00,-0.80425,101.0,3,2.0,5.02935719089,"RT @DavidJo52951945: The UK has a muslim abuse gang problem with muslims constantly targeting underage girls,Rotherham tip of the iceberg h…",Jerry Weeks,False,0,0,0,5.02935719089,True,3,0,,0,,0,,0,
1497,788062336523313152,2016-10-17 17:01:17,-0.399827,97.0,3,2.0,4.95872594829,"RT @SarahChampionMP: Deepest respect to women in #Rotherham child sexual abuse trail,for decades tried to be heard. 8 guilty verdicts due t…",David Rhodes,False,0,0,0,4.95872594829,False,0,0,,0,,0,,0,
1498,788062434464501761,2016-10-17 17:01:40,-0.714829,80.0,3,2.0,4.63533893804,RT @Holbornlolz: Rotherham: eight men convicted of sexually exploiting teenage girls https://t.co/gI9PkqjyT9,5OCi€T¥ X,False,0,0,0,4.63533893804,False,0,0,,0,,0,,0,
1499,788062437664813056,2016-10-17 17:01:41,-0.399827,97.0,3,2.0,4.95872594829,"RT @SarahChampionMP: Deepest respect to women in #Rotherham child sexual abuse trail,for decades tried to be heard. 8 guilty verdicts due t…",Luisa CescuttiButler,False,0,0,0,4.95872594829,False,0,0,,0,,0,,0,
1500,788062457872908288,2016-10-17 17:01:46,-0.80425,101.0,3,2.0,5.02935719089,"RT @DavidJo52951945: The UK has a muslim abuse gang problem with muslims constantly targeting underage girls,Rotherham tip of the iceberg h…",Rockape,False,0,0,0,5.02935719089,True,3,0,,0,,0,,0,
1501,788062494371831812,2016-10-17 17:01:54,-0.517247,10.0,3,2.0,2.23872113857,RT @EDLNorthWest_: Who is the racist now? https://t.co/Zok7mLHDVz,genug ist genug,False,0,0,0,2.23872113857,False,0,0,,0,,0,,0,
1502,788062572759093248,2016-10-17 17:02:13,-0.720145,12.0,3,2.0,2.38623623464,RT @PaulWilko657: 8 Muslims guilty of sexually abusing teenage girls in Rotherham. There's thousands of these rapists on the loose. https:/…,Khan Abbys,False,0,0,0,2.38623623464,True,3,0,,0,,0,,0,
1503,788062636449656832,2016-10-17 17:02:28,-0.747486,3.0,3,2.0,1.82985505494,RT @ScotsmanInfidel: 8 Muslims guilty of sexually exploiting teenage girls in Rotherham https://t.co/nMIwoyMhV5  #thisisislam #ChildAbuse #…,ThisClay,False,0,0,2,1.82985505494,True,4,0,,0,,0,,0,
1504,788062644481560577,2016-10-17 17:02:30,-0.716391,197.0,3,2.0,6.35423363586,RT @DVATW: Eight members of 'openly racist' violent Asian sex gang raped girls. Surely they mean MUSLIM rape gang?? https://t.co/PA9wWGljgo,Richard N,False,0,0,0,6.35423363586,True,3,0,,0,,0,,0,
1505,788062702191206400,2016-10-17 17:02:44,-0.399827,97.0,3,2.0,4.95872594829,"RT @SarahChampionMP: Deepest respect to women in #Rotherham child sexual abuse trail,for decades tried to be heard. 8 guilty verdicts due t…",Bettina Pizer,False,0,0,0,4.95872594829,False,0,0,,0,,0,,0,
1506,788062771988529152,2016-10-17 17:03:00,-0.80425,101.0,3,2.0,5.02935719089,"RT @DavidJo52951945: The UK has a muslim abuse gang problem with muslims constantly targeting underage girls,Rotherham tip of the iceberg h…",Paul Redmond,False,0,0,0,5.02935719089,True,3,0,,0,,0,,0,
1507,788062776694546433,2016-10-17 17:03:02,-0.80425,101.0,3,2.0,5.02935719089,"RT @DavidJo52951945: The UK has a muslim abuse gang problem with muslims constantly targeting underage girls,Rotherham tip of the iceberg h…",margaret bebe,False,0,0,0,5.02935719089,True,3,0,,0,,0,,0,
1508,788062788384153600,2016-10-17 17:03:04,-0.399827,97.0,3,2.0,4.95872594829,"RT @SarahChampionMP: Deepest respect to women in #Rotherham child sexual abuse trail,for decades tried to be heard. 8 guilty verdicts due t…",Grahaeme Petersen,False,0,0,0,4.95872594829,False,0,0,,0,,0,,0,
1509,788062827315507200,2016-10-17 17:03:14,-0.714829,80.0,3,2.0,4.63533893804,RT @Holbornlolz: Rotherham: eight men convicted of sexually exploiting teenage girls https://t.co/gI9PkqjyT9,AnaGram,False,0,0,0,4.63533893804,False,0,0,,0,,0,,0,
1510,788062839923699712,2016-10-17 17:03:17,-0.843366,87.0,3,2.0,4.77344297169,"RT @UKMarkTyrrell: Is it #Rotherham all over again? Child abuse investigator called racist for pointing out many abuse gangs are asian 
htt…",Lady Polly of Polti,False,0,0,0,4.77344297169,False,0,0,,0,,0,,0,
